"","Year","MUNICIPALITY_NAME","Cattle....km2.","Pork.....km2.","Poultry....km2.","Crops....","Human.population....km2.","Distance.from.Montreal..km."
"341",1981,"Saint Louis de Gonzague",44.81,NA,NA,59.8,14.51,42.01
"342",1981,"Saint Marc sur Richelieu",49.93,"0",0,57.39,24.56,42.03
"343",1981,"Saint Marcel de Richelieu",29.21,"172.59",0,83.83,12.49,74.44
"344",1981,"Saint Mathias sur Richelieu",29.67,"148.98",17.88,53.64,59.51,37.51
"345",1981,"Saint Mathieu",NA,"42.45",0,52.4,44.31,25.3
"346",1981,"Saint Mathieu de Beloeil",36.12,"0",115.4,81.55,36.73,36.69
"347",1981,"Saint Michel",8.01,"47.14",0,61.17,28.58,32.55
"348",1981,"Saint Nazaire dActon",38.99,"659.31",2536.62,48.74,15.35,88.72
"349",1981,"Saint Ours",NA,NA,44.72,51.03,17.86,62.37
"350",1981,"Saint Patrice de Sherrington",19,"4.94",0.91,49.24,20.51,41.96
"351",1981,"Saint Paul dAbbotsford",20.28,"394.34",3778.57,30.5,31.05,65.21
"352",1981,"Saint Paul de lIle aux Noix",NA,"0",0,66.95,43.82,53.19
"353",1981,"Saint Philippe",10.56,"18.47",0,58.58,48.58,26.6
"354",1981,"Saint Pie",26.28,"422.03",1512.88,68.78,34.15,63.19
"355",1981,"Saint Pierre de Veronne a Pike River",87.17,NA,NA,105.18,14.83,66.91
"356",1981,"Saint Polycarpe",30.11,"29.83",0.11,75.11,20.52,55.02
"357",1981,"Saint Remi",15.48,"37.95",NA,53.59,62.48,28.98
"358",1981,"Saint Robert",22.42,"86.43",2.2,51.85,26.56,76.2
"359",1981,"Saint Roch de Richelieu",NA,NA,14.8,26.83,46.26,60.6
"360",1981,"Saint Sebastien",56.46,"151.97",NA,74.23,11.88,60.24
"361",1981,"Saint Simon",42.95,"356.62",10.32,56.79,16.31,71.19
"362",1981,"Saint Stanislas de Kostka",42.34,NA,0,44.96,22.07,49.38
"363",1981,"Saint Telesphore",31.31,NA,0.21,49.8,12.32,61.32
"364",1981,"Saint Theodore dActon",44.18,"254.36",0,38.08,17.63,91.28
"365",1981,"Saint Valentin",NA,NA,0,52.82,13.55,50.62
"366",1981,"Saint Valerien de Milton",44.15,"553.48",0,47.75,14.91,78.59
"367",1981,"Sainte Angele de Monnoir",36.64,"249.48",0,60.72,25.18,49.06
"368",1981,"Sainte Anne de Sabrevois",61.51,"159.77",0,56.37,34,50.21
"369",1981,"Sainte Barbe",42.71,"0",NA,54.89,25.32,56.86
"370",1981,"Sainte Brigide dIberville",59.5,"225.94",1.34,61.94,16.61,54.61
"371",1981,"Sainte Cecile de Milton",29.68,"129.73",0.33,37.11,20.24,74.52
"372",1981,"Sainte Christine",8.83,"125.33",711.68,20.24,8.92,102.05
"373",1981,"Sainte Clotilde de Chateauguay",14.79,"7.12",NA,30.52,17.02,40.35
"374",1981,"Sainte Helene de Bagot",43,"471.13",1683.55,64.8,17.74,79.76
"375",1981,"Sainte Julie",NA,NA,0,42.73,271.41,30.74
"376",1981,"Sainte Justine de Newton",25.42,"38.55",7.8,49.79,10.41,57.18
"377",1981,"Sainte Marie Madeleine",NA,NA,NA,88.25,27.93,49.89
"378",1981,"Sainte Marthe",24.32,NA,0,58.75,13.01,49.64
"379",1981,"Sainte Martine",91.46,"10.51",0.31,135.57,52.17,30.78
"380",1981,"Sainte Sabine",59.74,"117.47",NA,52.52,15.23,62.08
"381",1981,"Sainte Victoire de Sorel",27.14,"36.03",8.04,35.73,27.03,69.77
"382",1981,"Salaberry de Valleyfield",29.87,NA,0,37.64,271.57,40.04
"383",1981,"Shefford",24.88,"67.15",30.4,14.06,22.66,90.93
"384",1981,"Sorel Tracy",9.04,"0",0,13.09,628.76,73.27
"385",1981,"Stanbridge East",27.02,"7.87",NA,26.51,18.48,76.34
"386",1981,"Sutton",6.97,NA,6.43,7.09,11.05,100.52
"387",1981,"Tres Saint Redempteur",42.8,"0",0,38.79,15.6,54.83
"388",1981,"Tres Saint Sacrement",59.06,"2.15",0.14,59.74,13.57,40.99
"389",1981,"Upton",88.69,"394.3",NA,68.7,27.72,81.76
"390",1981,"Varennes",16.59,NA,14.26,44.91,91.64,30.64
"391",1981,"Vaudreuil Dorion",27.88,NA,30.99,51.75,251.53,32.7
"392",1981,"Vercheres",25.55,NA,12.38,54.58,58.97,39.5
"393",1981,"Yamaska",28.31,NA,0,41.06,18.66,83.22
"394",1986,"Acton Vale",33.41,"87.41",3.48,29.27,67.9,90.91
"395",1986,"Ange Gardien",57.11,"1029.82",4149.61,57.04,19.8,65.29
"396",1986,"Beauharnois",25.98,NA,0.63,41.53,135.22,28.92
"397",1986,"Bedford",34.51,NA,0,29.44,105.51,72.18
"398",1986,"Bethanie",33.66,"114.5",2.99,23.16,7.44,100.63
"399",1986,"Bolton Ouest",8.87,NA,4.5,7.92,5.55,104.47
"400",1986,"Boucherville",NA,"0",2.56,32.29,428.58,23.69
"401",1986,"Brigham",26.49,"70.05",842.3,22.48,23.08,76.77
"402",1986,"Bromont",15.95,"81.92",0.19,14.15,23.58,83.1
"403",1986,"Calixa Lavallee",21.23,"0",5.67,54.76,13.18,43.5
"404",1986,"Carignan",3.55,"0",0,43.01,72.84,30.35
"405",1986,"Contrecoeur",8.92,"0",4.97,12.17,88.94,54.24
"406",1986,"Coteau du Lac",20.79,"0",3.49,41.53,23.4,45.58
"407",1986,"Dundee",27.85,"0",0,29.77,4.98,81.61
"408",1986,"Dunham",20.39,"31.36",739.22,20.14,15.22,83.27
"409",1986,"Elgin",26.04,"0.92",2.57,23.23,5.97,69.88
"410",1986,"Farnham",39.4,"86.39",0,35.96,79.73,63.75
"411",1986,"Franklin",22.96,NA,5.64,34.78,13.8,54.58
"412",1986,"Frelighsburg",6.13,"13.75",NA,10.79,7.96,87.55
"413",1986,"Godmanchester",38.86,NA,10.19,47.21,11.15,64.82
"414",1986,"Granby",86.7,"491.53",1812.39,89.12,556.26,78.71
"415",1986,"Havelock",11.46,NA,7.89,14.82,8.17,53.51
"416",1986,"Hemmingford",17.84,NA,8.46,20.64,10.4,52.7
"417",1986,"Henryville",55.52,NA,12.78,62.66,20.44,56.76
"418",1986,"Hinchinbrooke",33.13,"0.85",5.62,30.96,14.29,61.28
"419",1986,"La Presentation",NA,NA,3111.48,66.51,17.17,53.82
"420",1986,"Lac Brome",13.66,"48.98",NA,9.01,20.62,94.39
"421",1986,"Lacolle",NA,NA,0,39.04,16.23,56.42
"422",1986,"Les Cedres",16.43,"0",15.15,42.23,41.59,36.92
"423",1986,"Longueuil",NA,NA,3.34,8.07,701.8,20.69
"424",1986,"Marieville",54.54,NA,4.5,66.39,109.95,43.36
"425",1986,"Mont Saint Gregoire",35.37,"207.1",NA,49.54,33.11,47.8
"426",1986,"Mont Saint Hilaire",NA,"0",0,17.15,207.77,42.17
"427",1986,"Notre Dame de Stanbridge",37.76,NA,0,53.06,17.54,63.95
"428",1986,"Noyan",59.73,"0",2.9,76.31,15.69,60.59
"429",1986,"Ormstown",28.92,"26.6",942.68,37.57,24.6,50.44
"430",1986,"Richelieu",NA,NA,0,60.29,100.69,38.89
"431",1986,"Rigaud",28.4,NA,4.44,34.49,47.34,49.92
"432",1986,"Rougemont",NA,"99.7",0,44.58,45.27,51.25
"433",1986,"Roxton",22.12,"210.01",NA,21.51,7.02,92.7
"434",1986,"Roxton Pond",25.26,"296.18",360.16,20.96,27.38,83.9
"435",1986,"Saint Aime",40.65,"154.01",NA,69.74,8.67,74.11
"436",1986,"Saint Alexandre",55.8,"70.61",0,69.17,19,55.14
"437",1986,"Saint Alphonse",38.09,"703.11",14327.52,58.85,32.21,72.45
"438",1986,"Saint Amable",0,NA,0,21.22,115.58,35.56
"439",1986,"Saint Anicet",26.74,NA,NA,38.41,14.85,68.45
"440",1986,"Saint Antoine sur Richelieu",30.89,NA,6.31,63.75,22.13,51.04
"441",1986,"Saint Armand",42.18,NA,0.85,36.27,14.24,75.56
"442",1986,"Saint Barnabe Sud",27.39,"152.26",0,96.54,14.49,65.44
"443",1986,"Saint Basile le Grand",NA,NA,NA,NA,236.92,33.18
"444",1986,"Saint Bernard de Lacolle",29.4,NA,0,28.76,12.67,53.76
"445",1986,"Saint Bernard de Michaudville",9.72,"38.49",0,46.12,8.04,60.95
"446",1986,"Saint Blaise sur Richelieu",NA,NA,0,61.12,23.01,44.78
"447",1986,"Saint Cesaire",40.92,"244.49",1748.21,72.96,54.15,57.38
"448",1986,"Saint Charles sur Richelieu",NA,"15.45",0,51.26,21.62,46.29
"449",1986,"Saint Chrysostome",35.93,NA,NA,35.89,23.48,45.18
"450",1986,"Saint Clet",24.4,"0",18.44,70.14,27.52,45.72
"451",1986,"Saint Constant",17.65,NA,0,50.94,208.42,19.71
"452",1986,"Saint Cyprien de Napierville",31.57,NA,NA,75.94,11.38,43.9
"453",1986,"Saint Damase",NA,"244.46",1143.86,106.53,28.41,54.1
"454",1986,"Saint David",27.08,"74.67",0,59.56,10.16,82.82
"455",1986,"Saint Denis sur Richelieu",24.96,"73.76",514.93,66.2,24.04,52.52
"456",1986,"Saint Dominique",37.43,"653.68",2714.89,56.31,28.5,69.01
"457",1986,"Saint edouard",NA,"31.6",4.31,66.24,21.51,33.94
"458",1986,"Saint etienne de Beauharnois",NA,"122.16",0,80.19,17.99,34.91
"459",1986,"Saint Georges de Clarenceville",29.67,"32.64",0,40.61,12.62,63.76
"460",1986,"Saint Gerard Majella",34.16,"13.41",4.39,49.63,7.63,87.2
"461",1986,"Saint Hugues",39.73,"511.37",1504.28,77.33,14.88,74.93
"462",1986,"Saint Hyacinthe",10.79,"157.94",1324.11,65.39,249.95,61.5
"463",1986,"Saint Ignace de Stanbridge",32.71,"150.24",0,37.38,10.28,70.77
"464",1986,"Saint Isidore",NA,NA,0,75.49,41.53,23.98
"465",1986,"Saint Jacques le Mineur",13.07,"43.99",1119.03,82.43,17.21,34.34
"466",1986,"Saint Jean Baptiste",16.59,"23.52",4012.67,59.7,49.66,45.67
"467",1986,"Saint Jean sur Richelieu",15.9,"4.84",2.35,48.88,273.94,38.25
"468",1986,"Saint Joachim de Shefford",23.77,"220.1",0.38,18.17,8.14,93.23
"469",1986,"Saint Jude",25.59,"100.25",NA,27.9,13.75,63.23
"470",1986,"Saint Liboire",52.38,"490.63",0,66.63,28.14,75.27
"471",1986,"Saint Louis",NA,NA,0,53.13,13.93,68.51
"472",1986,"Saint Louis de Gonzague",33.15,NA,3.95,58.02,14.62,42.01
"473",1986,"Saint Marc sur Richelieu",56.96,NA,4.62,60.76,26.15,42.03
"474",1986,"Saint Marcel de Richelieu",20.71,"139.21",0,89.9,11.98,74.44
"475",1986,"Saint Mathias sur Richelieu",28.28,"108.29",8.81,45.48,62.22,37.51
"476",1986,"Saint Mathieu",NA,"20.3",0,61.58,49.4,25.3
"477",1986,"Saint Mathieu de Beloeil",25.59,"0",0,83.83,42.8,36.69
"478",1986,"Saint Michel",NA,"16.32",0,56.85,27.85,32.55
"479",1986,"Saint Nazaire dActon",37.44,"653.51",2127.07,64.3,15.75,88.72
"480",1986,"Saint Ours",NA,"0",3.42,51.52,16.31,62.37
"481",1986,"Saint Patrice de Sherrington",12.79,NA,0.38,48,19.71,41.96
"482",1986,"Saint Paul dAbbotsford",18.49,"306.86",4111.46,35.02,32.31,65.21
"483",1986,"Saint Paul de lIle aux Noix",46.73,NA,0,72.51,50.83,53.19
"484",1986,"Saint Philippe",8.87,"10.21",NA,47.2,51.84,26.6
"485",1986,"Saint Pie",16.45,"354.18",1697.74,62.3,34.79,63.19
"486",1986,"Saint Pierre de Veronne a Pike River",74.63,"754.54",1936.98,101.83,14.64,66.91
"487",1986,"Saint Polycarpe",NA,NA,1.71,84,21.4,55.02
"488",1986,"Saint Remi",13.58,"39.76",NA,55.17,64.51,28.98
"489",1986,"Saint Robert",20.49,"42.25",0,49.23,27.34,76.2
"490",1986,"Saint Roch de Richelieu",NA,"0",14.98,26.42,45.16,60.6
"491",1986,"Saint Sebastien",49.67,"138.54",4.58,69.56,11.67,60.24
"492",1986,"Saint Simon",NA,"321.77",0.32,52.92,16.16,71.19
"493",1986,"Saint Stanislas de Kostka",34.88,"0",0,45.08,22.64,49.38
"494",1986,"Saint Telesphore",NA,NA,2.42,60.27,12.3,61.32
"495",1986,"Saint Theodore dActon",37.64,"228.06",0,42.48,17.73,91.28
"496",1986,"Saint Valentin",NA,"0",2.81,53.87,12.51,50.62
"497",1986,"Saint Valerien de Milton",38.22,"702.99",NA,56.63,15.3,78.59
"498",1986,"Sainte Angele de Monnoir",32.66,"163.42",0,49.11,25.45,49.06
"499",1986,"Sainte Anne de Sabrevois",68.09,"57.74",0.98,62.8,34.23,50.21
"500",1986,"Sainte Barbe",44.42,NA,NA,69.04,28.24,56.86
"501",1986,"Sainte Brigide dIberville",63.5,"264.02",14.93,71.12,16.88,54.61
"502",1986,"Sainte Cecile de Milton",24.02,"177.28",1174.09,41.38,22.07,74.52
"503",1986,"Sainte Christine",NA,"155.03",0,26.73,7.43,102.05
"504",1986,"Sainte Clotilde de Chateauguay",15.87,NA,0,34.5,17.59,40.35
"505",1986,"Sainte Helene de Bagot",61.37,"466.72",1878.17,64.95,17.81,79.76
"506",1986,"Sainte Julie",18.23,"0",0,31.85,296.55,30.74
"507",1986,"Sainte Justine de Newton",17.57,NA,1.94,46.57,9.79,57.18
"508",1986,"Sainte Marie Madeleine",30.86,NA,0,79.63,31.21,49.89
"509",1986,"Sainte Marthe",15.63,"0.6",0,66.43,12.71,49.64
"510",1986,"Sainte Martine",82.4,"1.75",7.31,138.86,51.72,30.78
"511",1986,"Sainte Sabine",59.05,"90.41",0,56.56,15.71,62.08
"512",1986,"Sainte Victoire de Sorel",20.31,"33.18",0.73,29.22,27.4,69.77
"513",1986,"Salaberry de Valleyfield",28.51,"0",8.96,46,241.73,40.04
"514",1986,"Shefford",28.32,"77.59",468.67,15.97,26.41,90.93
"515",1986,"Sorel Tracy",8.94,NA,0,20.21,619.17,73.27
"516",1986,"Stanbridge East",22.12,NA,4.68,26.01,16.8,76.34
"517",1986,"Sutton",6.84,NA,3.43,6.1,11.24,100.52
"518",1986,"Tres Saint Redempteur",28.86,"0",0,40.27,17.68,54.83
"519",1986,"Tres Saint Sacrement",58,NA,0,61.2,13.18,40.99
"520",1986,"Upton",80.39,"381.36",0,78,30.09,81.76
"521",1986,"Varennes",7.59,"0",0,49.59,110.39,30.64
"522",1986,"Vaudreuil Dorion",NA,NA,3.68,75.32,290.28,32.7
"523",1986,"Vercheres",23.58,"0",1.22,57.91,60.09,39.5
"524",1986,"Yamaska",20.18,NA,NA,38.27,18.75,83.22
"525",1991,"Acton Vale",34.55,"84.21",3.84,24.61,71.68,90.91
"526",1991,"Ange Gardien",41.3,"640.07",2102.01,50.1,19.83,65.29
"527",1991,"Beauharnois",NA,"0",2.97,37.88,141.49,28.92
"528",1991,"Bedford",NA,NA,0,21.78,103.81,72.18
"529",1991,"Bethanie",36.61,"306.25",1.54,23.72,7.75,100.63
"530",1991,"Bolton Ouest",9.11,"0",7.62,7.4,5.86,104.47
"531",1991,"Boucherville",NA,"0",0,25.59,465.53,23.69
"532",1991,"Brigham",19.76,"228.88",1418.75,20.29,24.75,76.77
"533",1991,"Bromont",14.4,"36.8",7.37,12.15,28.34,83.1
"534",1991,"Calixa Lavallee",14.51,"0",0,38.64,12.88,43.5
"535",1991,"Carignan",NA,NA,4.77,53.74,81.73,30.35
"536",1991,"Contrecoeur",6.99,"0",0,14.62,88.98,54.24
"537",1991,"Coteau du Lac",19.74,"0",0,49.33,87.03,45.58
"538",1991,"Dundee",24.75,NA,0,29.39,5.39,81.61
"539",1991,"Dunham",18.85,"31.11",254.71,17.88,15.78,83.27
"540",1991,"Elgin",39.14,"0.4",32.85,23.78,6.42,69.88
"541",1991,"Farnham",36.67,"74.09",4.39,32.3,80.84,63.75
"542",1991,"Franklin",19.48,"0.3",4.35,22.52,14.76,54.58
"543",1991,"Frelighsburg",6.84,"24.34",0,11.97,8.28,87.55
"544",1991,"Godmanchester",34.62,"0.34",6.53,44.8,10.76,64.82
"545",1991,"Granby",108.76,"376.4",3641.22,69.57,637.26,78.71
"546",1991,"Havelock",15.75,NA,32.62,17.29,7.97,53.51
"547",1991,"Hemmingford",14.3,NA,4.94,17.07,14.67,52.7
"548",1991,"Henryville",54.66,"59.98",9.15,76.75,21.89,56.76
"549",1991,"Hinchinbrooke",NA,NA,NA,NA,15.3,61.28
"550",1991,"La Presentation",25.27,NA,5859.86,67.81,18.09,53.82
"551",1991,"Lac Brome",15.01,"55.61",NA,10.66,22.31,94.39
"552",1991,"Lacolle",31.29,NA,NA,42.08,42.97,56.42
"553",1991,"Les Cedres",18.68,NA,11.11,56.81,47.89,36.92
"554",1991,"Longueuil",NA,"0",1.81,7.77,1862.03,20.69
"555",1991,"Marieville",50.07,"0",0,68.02,113.34,43.36
"556",1991,"Mont Saint Gregoire",NA,NA,NA,NA,36.51,47.8
"557",1991,"Mont Saint Hilaire",NA,"0",NA,17.32,241.13,42.17
"558",1991,"Notre Dame de Stanbridge",NA,"249.61",0,53.45,17.54,63.95
"559",1991,"Noyan",58.03,"0",4.74,79.35,19.84,60.59
"560",1991,"Ormstown",28.9,"27.95",936.38,42.66,24.69,50.44
"561",1991,"Richelieu",3.34,NA,0.95,69.37,140.32,38.89
"562",1991,"Rigaud",NA,NA,NA,NA,55.26,49.92
"563",1991,"Rougemont",NA,NA,0,48.71,54.8,51.25
"564",1991,"Roxton",24.69,"213.87",12.04,21.33,7.24,92.7
"565",1991,"Roxton Pond",23.88,"285.23",435.84,17.91,29.01,83.9
"566",1991,"Saint Aime",43.96,"188.24",0,76.86,9.26,74.11
"567",1991,"Saint Alexandre",53.02,"53.67",NA,63.85,24.67,55.14
"568",1991,"Saint Alphonse",32,"545.21",17766.42,52.08,49.32,72.45
"569",1991,"Saint Amable",0,NA,NA,22.47,151.26,35.56
"570",1991,"Saint Anicet",25.59,NA,0.18,39.88,15.65,68.45
"571",1991,"Saint Antoine sur Richelieu",31.19,NA,4.45,63.91,23.21,51.04
"572",1991,"Saint Armand",37.97,NA,17.9,36.05,14.7,75.56
"573",1991,"Saint Barnabe Sud",18.74,"84.87",0,55.38,9.69,65.44
"574",1991,"Saint Basile le Grand",4,NA,2.56,54.35,269.83,33.18
"575",1991,"Saint Bernard de Lacolle",28.04,NA,0,35.89,12.82,53.76
"576",1991,"Saint Bernard de Michaudville",16.68,"75.53",0,49.28,8.62,60.95
"577",1991,"Saint Blaise sur Richelieu",NA,"0",0,69.07,26.04,44.78
"578",1991,"Saint Cesaire",36.73,"281.34",2112.39,77.98,55.07,57.38
"579",1991,"Saint Charles sur Richelieu",NA,"8.67",0,49.08,24.24,46.29
"580",1991,"Saint Chrysostome",33.53,NA,0,35.97,25.01,45.18
"581",1991,"Saint Clet",NA,"0",0,77.16,34.07,45.72
"582",1991,"Saint Constant",17.77,"78.94",525.02,52.94,308.62,19.71
"583",1991,"Saint Cyprien de Napierville",29.69,NA,0,77.81,12.15,43.9
"584",1991,"Saint Damase",14.39,"305.35",1168.28,98.65,29.5,54.1
"585",1991,"Saint David",22.03,"86.86",0,59.7,9.97,82.82
"586",1991,"Saint Denis sur Richelieu",18.59,"67.12",701.89,61.99,13.15,52.52
"587",1991,"Saint Dominique",31.63,"774.87",6986.56,55.49,29.3,69.01
"588",1991,"Saint edouard",27.05,"22.45",5570.58,60.28,22.57,33.94
"589",1991,"Saint etienne de Beauharnois",NA,NA,0,90.19,18.91,34.91
"590",1991,"Saint Georges de Clarenceville",28.57,"23.19",0.5,35.64,13.99,63.76
"591",1991,"Saint Gerard Majella",36.24,"43.24",3.13,49.3,6.86,87.2
"592",1991,"Saint Hugues",34.48,"408.2",2221.12,72.82,14.54,74.93
"593",1991,"Saint Hyacinthe",13.26,"116.81",0,60.01,259.52,61.5
"594",1991,"Saint Ignace de Stanbridge",33.57,"157.43",0,46.06,9.99,70.77
"595",1991,"Saint Isidore",NA,NA,0,86.04,41.34,23.98
"596",1991,"Saint Jacques le Mineur",8.64,"25.84",0,76.31,18.27,34.34
"597",1991,"Saint Jean Baptiste",14.89,"12.05",3013.35,58.93,54.59,45.67
"598",1991,"Saint Jean sur Richelieu",6.36,"3.13",0,54.62,311.88,38.25
"599",1991,"Saint Joachim de Shefford",24.44,"230.96",0.78,15.43,8.27,93.23
"600",1991,"Saint Jude",20.32,"124.02",0,35.91,14.19,63.23
"601",1991,"Saint Liboire",45.55,"478.25",502.65,57.31,30.06,75.27
"602",1991,"Saint Louis",NA,"271.32",0,64.01,14.4,68.51
"603",1991,"Saint Louis de Gonzague",28.23,NA,7.54,55.72,14.9,42.01
"604",1991,"Saint Marc sur Richelieu",35.25,"0",0,64.92,29.34,42.03
"605",1991,"Saint Marcel de Richelieu",21.92,"141.22",0,90.73,11.54,74.44
"606",1991,"Saint Mathias sur Richelieu",23.34,NA,6.66,51.2,66.48,37.51
"607",1991,"Saint Mathieu",NA,NA,0,43.38,52.96,25.3
"608",1991,"Saint Mathieu de Beloeil",NA,"0",0,83.68,46.94,36.69
"609",1991,"Saint Michel",11.98,NA,0,60.9,33.74,32.55
"610",1991,"Saint Nazaire dActon",42.07,"564.42",2075.04,57.19,14.86,88.72
"611",1991,"Saint Ours",26.38,NA,2.62,48.69,26.6,62.37
"612",1991,"Saint Patrice de Sherrington",19.07,NA,3.01,57.55,20.1,41.96
"613",1991,"Saint Paul dAbbotsford",14.43,"196.07",2838.71,33.91,32.83,65.21
"614",1991,"Saint Paul de lIle aux Noix",19.18,NA,0,70.1,56.41,53.19
"615",1991,"Saint Philippe",7.99,"4.44",NA,63.48,55.2,26.6
"616",1991,"Saint Pie",NA,"336.59",1636.65,67.62,38.87,63.19
"617",1991,"Saint Pierre de Veronne a Pike River",61.36,"266.25",2645.43,91.64,14.78,66.91
"618",1991,"Saint Polycarpe",23.28,NA,0.56,122.53,22.32,55.02
"619",1991,"Saint Remi",14.21,NA,420.34,53.34,70.37,28.98
"620",1991,"Saint Robert",18.98,"39.75",2.24,48.88,27.56,76.2
"621",1991,"Saint Roch de Richelieu",NA,NA,0,29.81,48.24,60.6
"622",1991,"Saint Sebastien",46.06,"206.67",0,74.61,12.03,60.24
"623",1991,"Saint Simon",32.69,"424.27",0,63.93,16.72,71.19
"624",1991,"Saint Stanislas de Kostka",34.9,NA,5.19,48.73,24.92,49.38
"625",1991,"Saint Telesphore",26.27,NA,0,77.47,12.19,61.32
"626",1991,"Saint Theodore dActon",46.3,"192",0,46.79,18.32,91.28
"627",1991,"Saint Valentin",32.42,NA,0,46.21,12.26,50.62
"628",1991,"Saint Valerien de Milton",35.15,"633.81",0,51.77,15.83,78.59
"629",1991,"Sainte Angele de Monnoir",29.59,"187.05",0,45.13,29.29,49.06
"630",1991,"Sainte Anne de Sabrevois",73.47,"62.27",0,54.67,37.47,50.21
"631",1991,"Sainte Barbe",30.42,"0",NA,45.63,31.4,56.86
"632",1991,"Sainte Brigide dIberville",56.2,"282.06",0,64.37,17.35,54.61
"633",1991,"Sainte Cecile de Milton",21.34,"98.43",719.25,42.59,22.98,74.52
"634",1991,"Sainte Christine",29.11,"93.43",0,23.3,7.69,102.05
"635",1991,"Sainte Clotilde de Chateauguay",15.41,NA,8.8,30.86,18.57,40.35
"636",1991,"Sainte Helene de Bagot",44.86,"506.84",1238.13,58.75,19.64,79.76
"637",1991,"Sainte Julie",NA,"0",0,24.71,394.84,30.74
"638",1991,"Sainte Justine de Newton",19.54,NA,19.54,45.15,10.51,57.18
"639",1991,"Sainte Marie Madeleine",20.13,NA,0,81.73,39.42,49.89
"640",1991,"Sainte Marthe",15.68,"0.54",0.9,59.9,12.78,49.64
"641",1991,"Sainte Martine",69.1,"0",NA,137.64,53.41,30.78
"642",1991,"Sainte Sabine",74.81,"101.87",0,56.94,17.46,62.08
"643",1991,"Sainte Victoire de Sorel",NA,NA,NA,29.05,27.83,69.77
"644",1991,"Salaberry de Valleyfield",25.11,"0",NA,36.78,350.11,40.04
"645",1991,"Shefford",26.48,"79.28",NA,11.12,29.55,90.93
"646",1991,"Sorel Tracy",NA,NA,NA,NA,627.81,73.27
"647",1991,"Stanbridge East",27.89,"0",0,37.07,16.72,76.34
"648",1991,"Sutton",8.31,NA,NA,5.66,12.02,100.52
"649",1991,"Tres Saint Redempteur",15.25,"0",5.62,40.41,20.94,54.83
"650",1991,"Tres Saint Sacrement",46.99,NA,0,62.53,12.48,40.99
"651",1991,"Upton",82.09,"323.18",0,78.56,28.94,81.76
"652",1991,"Varennes",NA,NA,0,51.35,155.48,30.64
"653",1991,"Vaudreuil Dorion",35.68,"149.78",0,72.41,453.48,32.7
"654",1991,"Vercheres",19.23,"0",9.23,56.5,63.5,39.5
"655",1991,"Yamaska",21.31,"0",0,46.66,19.21,83.22
"656",1996,"Acton Vale",59.55,"89.07",NA,27.48,75.84,90.91
"657",1996,"Ange Gardien",51.24,"965.03",5920.19,56.36,20.44,65.29
"658",1996,"Beauharnois",NA,"0",0,38.35,145.79,28.92
"659",1996,"Bedford",26.55,NA,3.9,50.31,106.49,72.18
"660",1996,"Bethanie",50.19,"193.93",3.09,22.43,7.25,100.63
"661",1996,"Bolton Ouest",6.48,"0",0,6.5,5.42,104.47
"662",1996,"Boucherville",5.68,"0",0,30.28,482.2,23.69
"663",1996,"Brigham",20.3,"122.94",0,22.33,24.81,76.77
"664",1996,"Bromont",18.97,"13.32",NA,9.26,35.67,83.1
"665",1996,"Calixa Lavallee",14.36,"0",3.08,42.3,13.45,43.5
"666",1996,"Carignan",NA,NA,3.33,94.38,84.94,30.35
"667",1996,"Contrecoeur",8.02,"0",4.43,13.3,85.86,54.24
"668",1996,"Coteau du Lac",24.83,"0",3.49,52.6,101.95,45.58
"669",1996,"Dundee",20.73,NA,NA,32.48,5.43,81.61
"670",1996,"Dunham",18.57,"25.68",411.07,17.89,16.53,83.27
"671",1996,"Elgin",37.44,NA,0,35.48,6.13,69.88
"672",1996,"Farnham",74.24,"114.49",0,39.96,81.68,63.75
"673",1996,"Franklin",20.65,NA,1.99,25.04,13.95,54.58
"674",1996,"Frelighsburg",8.96,NA,0,11.49,8.13,87.55
"675",1996,"Godmanchester",31.38,"0.12",3.27,41.51,10.71,64.82
"676",1996,"Granby",101.08,"430.16",1021.65,74.69,652,78.71
"677",1996,"Havelock",15.76,"0",20.59,15.87,8.78,53.51
"678",1996,"Hemmingford",16.06,"0",3.09,18.86,15.13,52.7
"679",1996,"Henryville",46.93,NA,17.12,68.23,23.22,56.76
"680",1996,"Hinchinbrooke",32.6,"0.34",3,33.89,15.41,61.28
"681",1996,"La Presentation",27.39,NA,4361.44,76.18,18.96,53.82
"682",1996,"Lac Brome",13.24,"23.81",0,8.73,23.43,94.39
"683",1996,"Lacolle",8.37,NA,0,42.54,48.23,56.42
"684",1996,"Les Cedres",49.84,NA,7.29,60.73,57.71,36.92
"685",1996,"Longueuil",4.2,"0",0,10.18,1869.3,20.69
"686",1996,"Marieville",49.21,"0.11",0,70.87,117.51,43.36
"687",1996,"Mont Saint Gregoire",55.92,"482.11",0.53,55.86,37.29,47.8
"688",1996,"Mont Saint Hilaire",NA,"0",1.29,24.58,281.19,42.17
"689",1996,"Notre Dame de Stanbridge",37.15,NA,0,48.28,17.65,63.95
"690",1996,"Noyan",58.01,NA,0,63.95,22.02,60.59
"691",1996,"Ormstown",26.46,NA,0,40.3,24.86,50.44
"692",1996,"Richelieu",22.32,NA,0,59.69,146.97,38.89
"693",1996,"Rigaud",21.66,NA,2.25,30.27,57.39,49.92
"694",1996,"Rougemont",NA,NA,0,44.44,58.94,51.25
"695",1996,"Roxton",41.32,"215.46",6.55,17.47,7.22,92.7
